cliente,recencia,frequencia,monetario,total_produtos_comprados,R,F,M,RFM_Score,RFM_Segment,Classe_Score,Classe_Segmento,Acao
Rafael Barbosa,17,42,44672.0,92,2,4,4,10,244,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Rafael Fernandes,50,43,43227.0,108,3,4,4,11,344,Alto Valor,Clientes Fiéis,Manter: Enviar comunicações regulares e ofertas de upsell para fortalecer o relacionamento.
Rafael Melo,188,22,31578.0,55,5,1,2,8,512,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Rafael Oliveira,32,40,26659.0,116,3,4,2,9,342,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Rafael Rodrigues,38,37,38544.0,83,3,3,3,9,333,Médio Valor,Clientes Fiéis,Manter: Enviar comunicações regulares e ofertas de upsell para fortalecer o relacionamento.
Rafael Silva,109,32,42727.0,65,5,2,4,11,524,Alto Valor,Clientes Potenciais,Converter: Incentivar compras mais frequentes com promoções personalizadas e cross-sell.
Rafael Sousa,375,26,19799.0,53,5,1,1,7,511,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Rafaela Azevedo,42,24,25774.0,52,3,1,2,6,312,Baixo Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Rafaela Ferreira,31,44,51635.0,108,2,4,4,10,244,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Rafaela Gomes,115,34,39435.0,88,5,2,3,10,523,Médio Valor,Clientes Potenciais,Converter: Incentivar compras mais frequentes com promoções personalizadas e cross-sell.
Rafaela Oliveira,42,22,31940.0,62,3,1,2,6,312,Baixo Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Rafaela Silva,3,69,81674.0,177,1,5,5,11,155,Alto Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Raissa Almeida,13,27,16013.0,77,2,1,1,4,211,Baixo Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Raissa Alves,18,27,29205.0,64,2,1,2,5,212,Baixo Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Raissa Costa,42,41,39304.0,128,3,4,3,10,343,Médio Valor,Clientes Fiéis,Manter: Enviar comunicações regulares e ofertas de upsell para fortalecer o relacionamento.
Raissa Cunha,35,34,24829.0,85,3,2,1,6,321,Baixo Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Raissa Dias,94,40,40415.0,100,4,4,3,11,443,Alto Valor,Clientes Fiéis,Manter: Enviar comunicações regulares e ofertas de upsell para fortalecer o relacionamento.
Raissa Pinto,66,31,30327.0,88,4,2,2,8,422,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Raissa Sousa,78,34,30558.0,74,4,2,2,8,422,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Rebeca Araujo,126,37,39199.0,93,5,3,3,11,533,Alto Valor,Clientes Fiéis,Manter: Enviar comunicações regulares e ofertas de upsell para fortalecer o relacionamento.
Rebeca Cardoso,62,30,33857.0,66,4,2,2,8,422,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Rebeca Carvalho,11,50,44525.0,132,1,5,4,10,154,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Rebeca Dias,76,31,37071.0,74,4,2,3,9,423,Médio Valor,Clientes Potenciais,Converter: Incentivar compras mais frequentes com promoções personalizadas e cross-sell.
Rebeca Ferreira,43,84,79448.0,204,3,5,5,13,355,Alto Valor,Clientes Fiéis,Manter: Enviar comunicações regulares e ofertas de upsell para fortalecer o relacionamento.
Rebeca Santos,18,28,27082.0,60,2,1,2,5,212,Baixo Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Renan Barros,191,30,31359.0,65,5,2,2,9,522,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Renan Carvalho,156,41,32599.0,107,5,4,2,11,542,Alto Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Renan Costa,25,59,51131.0,158,2,5,4,11,254,Alto Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Renan Dias,25,41,48233.0,88,2,4,4,10,244,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Renan Gomes,125,29,29678.0,72,5,1,2,8,512,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Renan Goncalves,53,43,50146.0,108,4,4,4,12,444,Alto Valor,Campeões,Priorizar: Oferecer benefícios exclusivos e programas VIP para maximizar retenção e valor.
Renan Martins,15,20,29567.0,41,2,1,2,5,212,Baixo Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Renan Oliveira,22,29,31884.0,75,2,1,2,5,212,Baixo Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Renan Ribeiro,22,29,24465.0,72,2,1,1,4,211,Baixo Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Renan Rocha,102,25,23438.0,65,5,1,1,7,511,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Renan Rodrigues,75,24,26835.0,60,4,1,2,7,412,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Renan Sousa,98,37,33846.0,89,4,3,2,9,432,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Rodrigo Barbosa,72,32,23300.0,76,4,2,1,7,421,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Rodrigo Barros,14,36,24351.0,79,2,3,1,6,231,Baixo Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Rodrigo Cardoso,80,46,39364.0,114,4,4,3,11,443,Alto Valor,Clientes Fiéis,Manter: Enviar comunicações regulares e ofertas de upsell para fortalecer o relacionamento.
Rodrigo Castro,2,74,62933.0,187,1,5,5,11,155,Alto Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Rodrigo Cavalcanti,87,26,19306.0,70,4,1,1,6,411,Baixo Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Rodrigo Costa,9,65,65685.0,161,1,5,5,11,155,Alto Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Rodrigo Ferreira,43,57,52946.0,136,3,5,4,12,354,Alto Valor,Clientes Fiéis,Manter: Enviar comunicações regulares e ofertas de upsell para fortalecer o relacionamento.
Rodrigo Melo,4,52,54949.0,135,1,5,4,10,154,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Rodrigo Pereira,12,40,40138.0,92,2,4,3,9,243,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Rodrigo Santos,127,18,15907.0,44,5,1,1,7,511,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Rodrigo Sousa,140,32,36617.0,87,5,2,3,10,523,Médio Valor,Clientes Potenciais,Converter: Incentivar compras mais frequentes com promoções personalizadas e cross-sell.
Ryan Alves,39,29,30226.0,72,3,1,2,6,312,Baixo Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Ryan Barros,39,36,35417.0,105,3,3,3,9,333,Médio Valor,Clientes Fiéis,Manter: Enviar comunicações regulares e ofertas de upsell para fortalecer o relacionamento.
Ryan Cardoso,72,53,55597.0,148,4,5,5,14,455,Alto Valor,Campeões,Priorizar: Oferecer benefícios exclusivos e programas VIP para maximizar retenção e valor.
Ryan Cunha,4,27,26517.0,62,1,1,2,4,112,Baixo Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Ryan Ferreira,70,29,30339.0,79,4,1,2,7,412,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Ryan Gomes,18,49,43519.0,131,2,5,4,11,254,Alto Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Ryan Melo,65,29,25777.0,67,4,1,2,7,412,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Ryan Oliveira,112,37,37256.0,79,5,3,3,11,533,Alto Valor,Clientes Fiéis,Manter: Enviar comunicações regulares e ofertas de upsell para fortalecer o relacionamento.
Ryan Souza,5,32,21597.0,78,1,2,1,4,121,Baixo Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Samuel Araujo,139,37,46938.0,93,5,3,4,12,534,Alto Valor,Clientes Fiéis,Manter: Enviar comunicações regulares e ofertas de upsell para fortalecer o relacionamento.
Samuel Azevedo,23,104,93727.0,251,2,5,5,12,255,Alto Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Samuel Barbosa,75,35,46555.0,84,4,2,4,10,424,Médio Valor,Clientes Potenciais,Converter: Incentivar compras mais frequentes com promoções personalizadas e cross-sell.
Samuel Castro,7,34,42837.0,93,1,2,4,7,124,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Samuel Correia,209,41,49622.0,82,5,4,4,13,544,Alto Valor,Campeões,Priorizar: Oferecer benefícios exclusivos e programas VIP para maximizar retenção e valor.
Samuel Dias,82,33,34429.0,88,4,2,2,8,422,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Samuel Gomes,19,39,38165.0,93,2,3,3,8,233,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Samuel Lima,6,60,59830.0,142,1,5,5,11,155,Alto Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Samuel Pinto,105,30,36769.0,73,5,2,3,10,523,Médio Valor,Clientes Potenciais,Converter: Incentivar compras mais frequentes com promoções personalizadas e cross-sell.
Samuel Ribeiro,7,77,82072.0,173,1,5,5,11,155,Alto Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Samuel Rodrigues,99,29,38871.0,65,4,1,3,8,413,Médio Valor,Clientes Potenciais,Converter: Incentivar compras mais frequentes com promoções personalizadas e cross-sell.
Sarah Almeida,37,34,31128.0,82,3,2,2,7,322,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Sarah Alves,18,68,66562.0,168,2,5,5,12,255,Alto Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Sarah Ferreira,85,44,63068.0,108,4,4,5,13,445,Alto Valor,Campeões,Priorizar: Oferecer benefícios exclusivos e programas VIP para maximizar retenção e valor.
Sofia Araujo,7,45,50949.0,121,1,4,4,9,144,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Sofia Azevedo,3,74,80430.0,179,1,5,5,11,155,Alto Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Sofia Castro,15,36,34065.0,101,2,3,2,7,232,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Sofia Cavalcanti,17,44,43419.0,120,2,4,4,10,244,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Sofia Dias,76,24,15205.0,63,4,1,1,6,411,Baixo Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Sofia Fernandes,53,39,39235.0,105,4,3,3,10,433,Médio Valor,Clientes Fiéis,Manter: Enviar comunicações regulares e ofertas de upsell para fortalecer o relacionamento.
Sofia Melo,67,37,31241.0,91,4,3,2,9,432,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Sofia Oliveira,27,28,26861.0,71,2,1,2,5,212,Baixo Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Sofia Rocha,5,34,23596.0,109,1,2,1,4,121,Baixo Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Sophia Almeida,31,44,51041.0,117,2,4,4,10,244,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Sophia Alves,93,44,43586.0,125,4,4,4,12,444,Alto Valor,Campeões,Priorizar: Oferecer benefícios exclusivos e programas VIP para maximizar retenção e valor.
Sophia Azevedo,109,39,35213.0,91,5,3,3,11,533,Alto Valor,Clientes Fiéis,Manter: Enviar comunicações regulares e ofertas de upsell para fortalecer o relacionamento.
Sophia Correia,1,25,35386.0,62,1,1,3,5,113,Baixo Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Sophia Cunha,50,39,37147.0,101,3,3,3,9,333,Médio Valor,Clientes Fiéis,Manter: Enviar comunicações regulares e ofertas de upsell para fortalecer o relacionamento.
Sophia Goncalves,21,41,39500.0,100,2,4,3,9,243,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Sophia Martins,45,45,50517.0,99,3,4,4,11,344,Alto Valor,Clientes Fiéis,Manter: Enviar comunicações regulares e ofertas de upsell para fortalecer o relacionamento.
Sophia Sousa,1,42,42962.0,101,1,4,4,9,144,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Thaís Almeida,1,45,40351.0,121,1,4,3,8,143,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Thaís Azevedo,75,43,30581.0,112,4,4,2,10,442,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Thaís Barbosa,16,40,38488.0,99,2,4,3,9,243,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Thaís Barros,36,24,22184.0,54,3,1,1,5,311,Baixo Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Thaís Fernandes,49,25,21298.0,67,3,1,1,5,311,Baixo Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Thaís Goncalves,2,30,22005.0,70,1,2,1,4,121,Baixo Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Thaís Oliveira,42,37,37714.0,100,3,3,3,9,333,Médio Valor,Clientes Fiéis,Manter: Enviar comunicações regulares e ofertas de upsell para fortalecer o relacionamento.
Thaís Pereira,16,28,23555.0,62,2,1,1,4,211,Baixo Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Thaís Santos,4,39,43991.0,97,1,3,4,8,134,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Thiago Alves,191,29,35663.0,72,5,1,3,9,513,Médio Valor,Clientes Potenciais,Converter: Incentivar compras mais frequentes com promoções personalizadas e cross-sell.
Thiago Castro,33,32,41980.0,69,3,2,3,8,323,Médio Valor,Clientes Potenciais,Converter: Incentivar compras mais frequentes com promoções personalizadas e cross-sell.
Thiago Cavalcanti,44,42,47953.0,100,3,4,4,11,344,Alto Valor,Clientes Fiéis,Manter: Enviar comunicações regulares e ofertas de upsell para fortalecer o relacionamento.
Thiago Costa,208,29,31322.0,76,5,1,2,8,512,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Thiago Goncalves,81,34,29759.0,98,4,2,2,8,422,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Thiago Pereira,52,36,37481.0,95,3,3,3,9,333,Médio Valor,Clientes Fiéis,Manter: Enviar comunicações regulares e ofertas de upsell para fortalecer o relacionamento.
Thiago Rodrigues,74,37,36573.0,90,4,3,3,10,433,Médio Valor,Clientes Fiéis,Manter: Enviar comunicações regulares e ofertas de upsell para fortalecer o relacionamento.
Thiago Silva,86,22,27161.0,50,4,1,2,7,412,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Tiago Barros,10,85,84673.0,216,1,5,5,11,155,Alto Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Tiago Cavalcanti,40,34,23628.0,87,3,2,1,6,321,Baixo Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Tiago Correia,68,45,50474.0,119,4,4,4,12,444,Alto Valor,Campeões,Priorizar: Oferecer benefícios exclusivos e programas VIP para maximizar retenção e valor.
Tiago Ferreira,87,62,68302.0,148,4,5,5,14,455,Alto Valor,Campeões,Priorizar: Oferecer benefícios exclusivos e programas VIP para maximizar retenção e valor.
Tiago Melo,132,26,37798.0,54,5,1,3,9,513,Médio Valor,Clientes Potenciais,Converter: Incentivar compras mais frequentes com promoções personalizadas e cross-sell.
Tiago Santos,32,22,16023.0,51,3,1,1,5,311,Baixo Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Tomás Almeida,8,29,29450.0,56,1,1,2,4,112,Baixo Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Tomás Carvalho,11,38,36878.0,107,1,3,3,7,133,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Tomás Cavalcanti,11,25,23961.0,59,1,1,1,3,111,Baixo Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Tomás Fernandes,33,55,72974.0,129,3,5,5,13,355,Alto Valor,Clientes Fiéis,Manter: Enviar comunicações regulares e ofertas de upsell para fortalecer o relacionamento.
Tomás Goncalves,25,45,51767.0,110,2,4,4,10,244,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Tomás Melo,86,68,57283.0,172,4,5,5,14,455,Alto Valor,Campeões,Priorizar: Oferecer benefícios exclusivos e programas VIP para maximizar retenção e valor.
Tomás Oliveira,282,27,26819.0,68,5,1,2,8,512,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Tânia Costa,4,44,35060.0,84,1,4,3,8,143,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Tânia Fernandes,75,37,31719.0,103,4,3,2,9,432,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Tânia Lima,7,44,48765.0,96,1,4,4,9,144,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Tânia Martins,23,30,18616.0,75,2,2,1,5,221,Baixo Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Tânia Melo,48,35,48841.0,80,3,2,4,9,324,Médio Valor,Clientes Potenciais,Converter: Incentivar compras mais frequentes com promoções personalizadas e cross-sell.
Tânia Pinto,22,79,78554.0,199,2,5,5,12,255,Alto Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Tânia Santos,96,32,21475.0,75,4,2,1,7,421,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Victor Barbosa,167,35,45339.0,103,5,2,4,11,524,Alto Valor,Clientes Potenciais,Converter: Incentivar compras mais frequentes com promoções personalizadas e cross-sell.
Victor Cardoso,21,24,18853.0,57,2,1,1,4,211,Baixo Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Victor Castro,14,31,40123.0,89,2,2,3,7,223,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Victor Correia,104,26,25856.0,54,5,1,2,8,512,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Victor Dias,13,37,42997.0,109,2,3,4,9,234,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Victor Rodrigues,25,45,36327.0,109,2,4,3,9,243,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Victor Santos,5,25,20045.0,63,1,1,1,3,111,Baixo Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Victor Sousa,2,25,24827.0,51,1,1,1,3,111,Baixo Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Victor Souza,23,44,47686.0,131,2,4,4,10,244,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Vinicius Barros,27,33,20134.0,72,2,2,1,5,221,Baixo Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Vinicius Fernandes,2,41,48092.0,110,1,4,4,9,144,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Vinicius Ferreira,108,25,20736.0,57,5,1,1,7,511,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Vinicius Goncalves,17,35,41780.0,88,2,2,3,7,223,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Vinicius Melo,19,57,62085.0,140,2,5,5,12,255,Alto Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Vinicius Rocha,117,32,28722.0,77,5,2,2,9,522,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Vinicius Souza,66,66,68702.0,162,4,5,5,14,455,Alto Valor,Campeões,Priorizar: Oferecer benefícios exclusivos e programas VIP para maximizar retenção e valor.
Vinícius Almeida,74,35,39781.0,86,4,2,3,9,423,Médio Valor,Clientes Potenciais,Converter: Incentivar compras mais frequentes com promoções personalizadas e cross-sell.
Vinícius Barbosa,40,38,31623.0,104,3,3,2,8,332,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Vinícius Barros,98,41,38495.0,97,4,4,3,11,443,Alto Valor,Clientes Fiéis,Manter: Enviar comunicações regulares e ofertas de upsell para fortalecer o relacionamento.
Vinícius Cavalcanti,78,52,56477.0,125,4,5,5,14,455,Alto Valor,Campeões,Priorizar: Oferecer benefícios exclusivos e programas VIP para maximizar retenção e valor.
Vinícius Fernandes,2,39,39122.0,103,1,3,3,7,133,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Vinícius Ferreira,132,42,42579.0,94,5,4,4,13,544,Alto Valor,Campeões,Priorizar: Oferecer benefícios exclusivos e programas VIP para maximizar retenção e valor.
Vinícius Martins,14,43,34478.0,117,2,4,2,8,242,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Vinícius Oliveira,41,41,41520.0,107,3,4,3,10,343,Médio Valor,Clientes Fiéis,Manter: Enviar comunicações regulares e ofertas de upsell para fortalecer o relacionamento.
Vinícius Silva,34,36,41835.0,92,3,3,3,9,333,Médio Valor,Clientes Fiéis,Manter: Enviar comunicações regulares e ofertas de upsell para fortalecer o relacionamento.
Vinícius Sousa,325,22,19297.0,59,5,1,1,7,511,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Vinícius Souza,38,46,40927.0,111,3,4,3,10,343,Médio Valor,Clientes Fiéis,Manter: Enviar comunicações regulares e ofertas de upsell para fortalecer o relacionamento.
Vitor Azevedo,10,31,24960.0,73,1,2,1,4,121,Baixo Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Vitor Barros,158,41,53329.0,94,5,4,4,13,544,Alto Valor,Campeões,Priorizar: Oferecer benefícios exclusivos e programas VIP para maximizar retenção e valor.
Vitor Carvalho,38,39,38832.0,91,3,3,3,9,333,Médio Valor,Clientes Fiéis,Manter: Enviar comunicações regulares e ofertas de upsell para fortalecer o relacionamento.
Vitor Correia,143,25,28070.0,51,5,1,2,8,512,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Vitor Dias,108,32,26341.0,72,5,2,2,9,522,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Vitor Fernandes,70,32,30097.0,79,4,2,2,8,422,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Vitor Lima,3,18,16703.0,43,1,1,1,3,111,Baixo Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Vitor Santos,6,33,29667.0,71,1,2,2,5,122,Baixo Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Vitoria Araujo,56,30,49985.0,78,4,2,4,10,424,Médio Valor,Clientes Potenciais,Converter: Incentivar compras mais frequentes com promoções personalizadas e cross-sell.
Vitoria Barbosa,4,36,36511.0,98,1,3,3,7,133,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Vitoria Carvalho,72,34,35617.0,83,4,2,3,9,423,Médio Valor,Clientes Potenciais,Converter: Incentivar compras mais frequentes com promoções personalizadas e cross-sell.
Vitoria Goncalves,342,38,38445.0,100,5,3,3,11,533,Alto Valor,Clientes Fiéis,Manter: Enviar comunicações regulares e ofertas de upsell para fortalecer o relacionamento.
Vitoria Melo,156,33,40734.0,93,5,2,3,10,523,Médio Valor,Clientes Potenciais,Converter: Incentivar compras mais frequentes com promoções personalizadas e cross-sell.
Vitoria Ribeiro,84,33,36655.0,74,4,2,3,9,423,Médio Valor,Clientes Potenciais,Converter: Incentivar compras mais frequentes com promoções personalizadas e cross-sell.
Vitór Araujo,22,39,27171.0,99,2,3,2,7,232,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Vitór Cardoso,35,37,29318.0,84,3,3,2,8,332,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Vitór Ferreira,12,94,109706.0,245,2,5,5,12,255,Alto Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Vitór Martins,45,43,48903.0,98,3,4,4,11,344,Alto Valor,Clientes Fiéis,Manter: Enviar comunicações regulares e ofertas de upsell para fortalecer o relacionamento.
Vitór Rocha,1,47,50567.0,105,1,5,4,10,154,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Vitór Sousa,13,35,38464.0,77,2,2,3,7,223,Médio Valor,Clientes em Risco,Reativar: Campanhas de win-back com descontos e lembretes para recuperar interesse.
Vitória Alves,135,21,24158.0,54,5,1,1,7,511,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Vitória Azevedo,37,32,29021.0,78,3,2,2,7,322,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
Vitória Dias,108,29,22715.0,73,5,1,1,7,511,Médio Valor,Novos Clientes,Integrar: Bem-vindo e orientações para construir lealdade desde o início.
